"","observation_date","common_name","observation_count"
"14144",2022-11-02,"Ruby-crowned Kinglet",NA
"14145",2022-11-02,"Rusty Blackbird",2
"14146",2022-11-02,"Savannah Sparrow",7
"14147",2022-11-02,"Sharp-shinned Hawk",1
"14148",2022-11-02,"Song Sparrow",60
"14149",2022-11-02,"Swamp Sparrow",12
"14150",2022-11-02,"Tufted Titmouse",59
"14151",2022-11-02,"Turkey Vulture",19
"14152",2022-11-02,"Vesper Sparrow",1
"14153",2022-11-02,"White-breasted Nuthatch",NA
"14154",2022-11-02,"White-crowned Sparrow",NA
"14155",2022-11-02,"White-throated Sparrow",NA
"14156",2022-11-02,"Winter Wren",1
"14157",2022-11-02,"Yellow-bellied Sapsucker",NA
"14158",2022-11-02,"Yellow-rumped Warbler",37
"14159",2022-11-03,"American Coot",20
"14160",2022-11-03,"American Crow",160
"14161",2022-11-03,"American Goldfinch",NA
"14162",2022-11-03,"American Robin",NA
"14163",2022-11-03,"Belted Kingfisher",7
"14164",2022-11-03,"Black Vulture",5
"14165",2022-11-03,"Black-crowned Night-Heron",2
"14166",2022-11-03,"Blue Jay",NA
"14167",2022-11-03,"Blue-headed Vireo",2
"14168",2022-11-03,"Brown Creeper",NA
"14169",2022-11-03,"Brown Thrasher",6
"14170",2022-11-03,"Brown-headed Nuthatch",2
"14171",2022-11-03,"Canada Goose",187
"14172",2022-11-03,"Carolina Chickadee",NA
"14173",2022-11-03,"Carolina Wren",NA
"14174",2022-11-03,"Cedar Waxwing",NA
"14175",2022-11-03,"Chipping Sparrow",2
"14176",2022-11-03,"Common Grackle",NA
"14177",2022-11-03,"Cooper's Hawk",3
"14178",2022-11-03,"Dark-eyed Junco",1
"14179",2022-11-03,"Double-crested Cormorant",2
"14180",2022-11-03,"Downy Woodpecker",NA
"14181",2022-11-03,"Eastern Bluebird",NA
"14182",2022-11-03,"Eastern Phoebe",NA
"14183",2022-11-03,"Eastern Towhee",NA
"14184",2022-11-03,"European Starling",102
"14185",2022-11-03,"Fish Crow",2
"14186",2022-11-03,"Gadwall",12
"14187",2022-11-03,"Golden-crowned Kinglet",NA
"14188",2022-11-03,"Great Blue Heron",NA
"14189",2022-11-03,"Great Egret",4
"14190",2022-11-03,"Great Horned Owl",1
"14191",2022-11-03,"Green-winged Teal",8
"14192",2022-11-03,"Hairy Woodpecker",NA
"14193",2022-11-03,"Hermit Thrush",NA
"14194",2022-11-03,"House Finch",17
"14195",2022-11-03,"House Sparrow",4
"14196",2022-11-03,"Killdeer",NA
"14197",2022-11-03,"Mallard",26
"14198",2022-11-03,"Mourning Dove",25
"14199",2022-11-03,"Mute Swan",1
"14200",2022-11-03,"Northern Cardinal",48
"14201",2022-11-03,"Northern Flicker",NA
"14202",2022-11-03,"Northern Mockingbird",NA
"14203",2022-11-03,"Orange-crowned Warbler",1
"14204",2022-11-03,"Osprey",1
"14205",2022-11-03,"Palm Warbler",3
"14206",2022-11-03,"Pied-billed Grebe",10
"14207",2022-11-03,"Pileated Woodpecker",NA
"14208",2022-11-03,"Pine Warbler",3
"14209",2022-11-03,"Red-bellied Woodpecker",31
"14210",2022-11-03,"Red-breasted Nuthatch",NA
"14211",2022-11-03,"Red-headed Woodpecker",NA
"14212",2022-11-03,"Red-shouldered Hawk",NA
"14213",2022-11-03,"Red-winged Blackbird",10
"14214",2022-11-03,"Ring-necked Duck",4
"14215",2022-11-03,"Rock Pigeon",25
"14216",2022-11-03,"Ruby-crowned Kinglet",NA
"14217",2022-11-03,"Rusty Blackbird",NA
"14218",2022-11-03,"Song Sparrow",18
"14219",2022-11-03,"Swamp Sparrow",2
"14220",2022-11-03,"Tennessee Warbler",1
"14221",2022-11-03,"Tufted Titmouse",51
"14222",2022-11-03,"Turkey Vulture",10
"14223",2022-11-03,"White-breasted Nuthatch",NA
"14224",2022-11-03,"White-throated Sparrow",NA
"14225",2022-11-03,"Winter Wren",2
"14226",2022-11-03,"Wood Duck",7
"14227",2022-11-03,"Yellow-bellied Sapsucker",NA
"14228",2022-11-03,"Yellow-rumped Warbler",NA
"14229",2022-11-04,"American Crow",NA
"14230",2022-11-04,"American Goldfinch",NA
"14231",2022-11-04,"American Kestrel",1
"14232",2022-11-04,"American Robin",NA
"14233",2022-11-04,"Bald Eagle",NA
"14234",2022-11-04,"Barred Owl",3
"14235",2022-11-04,"Belted Kingfisher",9
"14236",2022-11-04,"Black Vulture",9
"14237",2022-11-04,"Blue Jay",NA
"14238",2022-11-04,"Blue-headed Vireo",4
"14239",2022-11-04,"Brown Creeper",NA
"14240",2022-11-04,"Brown Thrasher",1
"14241",2022-11-04,"Brown-headed Cowbird",1
"14242",2022-11-04,"Brown-headed Nuthatch",3
"14243",2022-11-04,"Canada Goose",328
"14244",2022-11-04,"Carolina Chickadee",NA
"14245",2022-11-04,"Carolina Wren",NA
"14246",2022-11-04,"Cedar Waxwing",NA
"14247",2022-11-04,"Chipping Sparrow",4
"14248",2022-11-04,"Common Grackle",NA
"14249",2022-11-04,"Cooper's Hawk",NA
"14250",2022-11-04,"Dark-eyed Junco",1
"14251",2022-11-04,"Downy Woodpecker",NA
"14252",2022-11-04,"Eastern Bluebird",NA
"14253",2022-11-04,"Eastern Meadowlark",1
"14254",2022-11-04,"Eastern Phoebe",NA
"14255",2022-11-04,"Eastern Towhee",NA
"14256",2022-11-04,"European Starling",59
"14257",2022-11-04,"Field Sparrow",NA
"14258",2022-11-04,"Fish Crow",1
"14259",2022-11-04,"Gadwall",14
"14260",2022-11-04,"Golden-crowned Kinglet",NA
"14261",2022-11-04,"Great Blue Heron",NA
"14262",2022-11-04,"Great Egret",4
"14263",2022-11-04,"Great Horned Owl",3
"14264",2022-11-04,"Hairy Woodpecker",NA
"14265",2022-11-04,"Hermit Thrush",NA
"14266",2022-11-04,"House Finch",NA
"14267",2022-11-04,"House Sparrow",3
"14268",2022-11-04,"House Wren",3
"14269",2022-11-04,"Killdeer",NA
"14270",2022-11-04,"Mallard",37
"14271",2022-11-04,"Mourning Dove",36
"14272",2022-11-04,"Muscovy Duck",2
"14273",2022-11-04,"Northern Cardinal",NA
"14274",2022-11-04,"Northern Flicker",NA
"14275",2022-11-04,"Northern Mockingbird",NA
"14276",2022-11-04,"Northern Pintail",1
"14277",2022-11-04,"Osprey",2
"14278",2022-11-04,"Palm Warbler",6
"14279",2022-11-04,"Pied-billed Grebe",4
"14280",2022-11-04,"Pileated Woodpecker",NA
"14281",2022-11-04,"Purple Finch",1
"14282",2022-11-04,"Purple Gallinule",1
"14283",2022-11-04,"Red-bellied Woodpecker",NA
"14284",2022-11-04,"Red-breasted Nuthatch",NA
"14285",2022-11-04,"Red-headed Woodpecker",4
"14286",2022-11-04,"Red-shouldered Hawk",NA
"14287",2022-11-04,"Red-tailed Hawk",4
"14288",2022-11-04,"Red-winged Blackbird",41
"14289",2022-11-04,"Ring-necked Duck",7
"14290",2022-11-04,"Rock Pigeon",26
"14291",2022-11-04,"Ruby-crowned Kinglet",NA
"14292",2022-11-04,"Savannah Sparrow",2
"14293",2022-11-04,"Song Sparrow",NA
"14294",2022-11-04,"Swamp Sparrow",7
"14295",2022-11-04,"Tufted Titmouse",NA
"14296",2022-11-04,"Turkey Vulture",NA
"14297",2022-11-04,"White-breasted Nuthatch",NA
"14298",2022-11-04,"White-crowned Sparrow",NA
"14299",2022-11-04,"White-throated Sparrow",NA
"14300",2022-11-04,"Wild Turkey",NA
"14301",2022-11-04,"Winter Wren",NA
"14302",2022-11-04,"Wood Duck",4
"14303",2022-11-04,"Yellow-bellied Sapsucker",NA
"14304",2022-11-04,"Yellow-rumped Warbler",NA
"14305",2022-11-05,"American Coot",30
"14306",2022-11-05,"American Crow",NA
"14307",2022-11-05,"American Goldfinch",NA
"14308",2022-11-05,"American Kestrel",2
"14309",2022-11-05,"American Robin",NA
"14310",2022-11-05,"Bald Eagle",2
"14311",2022-11-05,"Belted Kingfisher",14
"14312",2022-11-05,"Black Vulture",6
"14313",2022-11-05,"Blackburnian Warbler",1
"14314",2022-11-05,"Blue Jay",125
"14315",2022-11-05,"Blue-headed Vireo",1
"14316",2022-11-05,"Brown Creeper",NA
"14317",2022-11-05,"Brown Thrasher",3
"14318",2022-11-05,"Brown-headed Cowbird",2
"14319",2022-11-05,"Brown-headed Nuthatch",3
"14320",2022-11-05,"Canada Goose",649
"14321",2022-11-05,"Carolina Chickadee",96
"14322",2022-11-05,"Carolina Wren",76
"14323",2022-11-05,"Cedar Waxwing",NA
"14324",2022-11-05,"Chipping Sparrow",2
"14325",2022-11-05,"Common Grackle",NA
"14326",2022-11-05,"Cooper's Hawk",1
"14327",2022-11-05,"Dark-eyed Junco",NA
"14328",2022-11-05,"Double-crested Cormorant",1
"14329",2022-11-05,"Downy Woodpecker",36
"14330",2022-11-05,"Eastern Bluebird",NA
"14331",2022-11-05,"Eastern Meadowlark",10
"14332",2022-11-05,"Eastern Phoebe",NA
"14333",2022-11-05,"Eastern Screech-Owl",1
"14334",2022-11-05,"Eastern Towhee",36
"14335",2022-11-05,"European Starling",191
"14336",2022-11-05,"Field Sparrow",48
"14337",2022-11-05,"Fish Crow",3
"14338",2022-11-05,"Fox Sparrow",2
"14339",2022-11-05,"Gadwall",NA
"14340",2022-11-05,"Golden-crowned Kinglet",NA
"14341",2022-11-05,"Gray Catbird",3
"14342",2022-11-05,"Great Blue Heron",20
"14343",2022-11-05,"Great Egret",3
"14344",2022-11-05,"Great Horned Owl",2
"14345",2022-11-05,"Hairy Woodpecker",NA
"14346",2022-11-05,"Hermit Thrush",NA
"14347",2022-11-05,"House Finch",NA
"14348",2022-11-05,"House Sparrow",9
"14349",2022-11-05,"House Wren",1
"14350",2022-11-05,"Killdeer",NA
"14351",2022-11-05,"Lincoln's Sparrow",1
"14352",2022-11-05,"Mallard",81
"14353",2022-11-05,"Mourning Dove",40
"14354",2022-11-05,"Muscovy Duck",25
"14355",2022-11-05,"Northern Cardinal",91
"14356",2022-11-05,"Northern Flicker",NA
"14357",2022-11-05,"Northern Harrier",3
"14358",2022-11-05,"Northern Mockingbird",46
"14359",2022-11-05,"Northern Shoveler",1
"14360",2022-11-05,"Orange-crowned Warbler",2
"14361",2022-11-05,"Palm Warbler",9
"14362",2022-11-05,"Peregrine Falcon",1
"14363",2022-11-05,"Pied-billed Grebe",14
"14364",2022-11-05,"Pileated Woodpecker",6
"14365",2022-11-05,"Pine Warbler",2
"14366",2022-11-05,"Purple Finch",6
"14367",2022-11-05,"Red-bellied Woodpecker",NA
"14368",2022-11-05,"Red-breasted Nuthatch",1
"14369",2022-11-05,"Red-headed Woodpecker",8
"14370",2022-11-05,"Red-shouldered Hawk",NA
"14371",2022-11-05,"Red-tailed Hawk",7
"14372",2022-11-05,"Red-winged Blackbird",NA
"14373",2022-11-05,"Rock Pigeon",32
"14374",2022-11-05,"Ruby-crowned Kinglet",NA
"14375",2022-11-05,"Rusty Blackbird",19
"14376",2022-11-05,"Savannah Sparrow",14
"14377",2022-11-05,"Song Sparrow",69
"14378",2022-11-05,"Swamp Sparrow",NA
"14379",2022-11-05,"Tennessee Warbler",2
"14380",2022-11-05,"Tufted Titmouse",79
"14381",2022-11-05,"Turkey Vulture",24
"14382",2022-11-05,"White-breasted Nuthatch",NA
"14383",2022-11-05,"White-crowned Sparrow",17
"14384",2022-11-05,"White-throated Sparrow",NA
"14385",2022-11-05,"Winter Wren",4
"14386",2022-11-05,"Wood Duck",24
"14387",2022-11-05,"Yellow-bellied Sapsucker",NA
"14388",2022-11-05,"Yellow-rumped Warbler",NA
"14389",2022-11-06,"American Coot",54
"14390",2022-11-06,"American Crow",NA
"14391",2022-11-06,"American Goldfinch",NA
"14392",2022-11-06,"American Kestrel",2
"14393",2022-11-06,"American Pipit",2
"14394",2022-11-06,"American Robin",NA
"14395",2022-11-06,"Bald Eagle",2
"14396",2022-11-06,"Belted Kingfisher",12
"14397",2022-11-06,"Black Vulture",17
"14398",2022-11-06,"Blackburnian Warbler",2
"14399",2022-11-06,"Blue Jay",NA
"14400",2022-11-06,"Blue-headed Vireo",1
"14401",2022-11-06,"Blue-winged Teal",11
"14402",2022-11-06,"Brown Creeper",NA
"14403",2022-11-06,"Brown Thrasher",10
"14404",2022-11-06,"Brown-headed Cowbird",23
"14405",2022-11-06,"Brown-headed Nuthatch",8
"14406",2022-11-06,"Canada Goose",403
"14407",2022-11-06,"Carolina Chickadee",NA
"14408",2022-11-06,"Carolina Wren",NA
"14409",2022-11-06,"Cedar Waxwing",NA
"14410",2022-11-06,"Chipping Sparrow",16
"14411",2022-11-06,"Common Grackle",NA
"14412",2022-11-06,"Cooper's Hawk",NA
"14413",2022-11-06,"Dark-eyed Junco",5
"14414",2022-11-06,"Double-crested Cormorant",2
"14415",2022-11-06,"Downy Woodpecker",37
"14416",2022-11-06,"Eastern Bluebird",NA
"14417",2022-11-06,"Eastern Meadowlark",9
"14418",2022-11-06,"Eastern Phoebe",NA
"14419",2022-11-06,"Eastern Towhee",59
"14420",2022-11-06,"European Starling",329
"14421",2022-11-06,"Field Sparrow",64
"14422",2022-11-06,"Fish Crow",4
"14423",2022-11-06,"Gadwall",17
"14424",2022-11-06,"Golden-crowned Kinglet",NA
"14425",2022-11-06,"Great Blue Heron",21
"14426",2022-11-06,"Great Egret",4
"14427",2022-11-06,"Hairy Woodpecker",NA
"14428",2022-11-06,"Hermit Thrush",NA
"14429",2022-11-06,"House Finch",43
"14430",2022-11-06,"House Sparrow",4
"14431",2022-11-06,"House Wren",1
"14432",2022-11-06,"Killdeer",NA
"14433",2022-11-06,"Mallard",182
"14434",2022-11-06,"Mourning Dove",27
"14435",2022-11-06,"Mute Swan",1
"14436",2022-11-06,"Northern Cardinal",NA
"14437",2022-11-06,"Northern Flicker",NA
"14438",2022-11-06,"Northern Harrier",2
"14439",2022-11-06,"Northern Mockingbird",68
"14440",2022-11-06,"Northern Pintail",1
"14441",2022-11-06,"Orange-crowned Warbler",2
"14442",2022-11-06,"Osprey",1
"14443",2022-11-06,"Palm Warbler",9
"14444",2022-11-06,"Pied-billed Grebe",7
"14445",2022-11-06,"Pileated Woodpecker",NA
"14446",2022-11-06,"Pine Warbler",1
"14447",2022-11-06,"Purple Finch",3
"14448",2022-11-06,"Red-bellied Woodpecker",NA
"14449",2022-11-06,"Red-breasted Nuthatch",1
"14450",2022-11-06,"Red-headed Woodpecker",3
"14451",2022-11-06,"Red-shouldered Hawk",NA
"14452",2022-11-06,"Red-tailed Hawk",NA
"14453",2022-11-06,"Red-winged Blackbird",94
"14454",2022-11-06,"Ring-necked Duck",21
"14455",2022-11-06,"Rock Pigeon",6
"14456",2022-11-06,"Ruby-crowned Kinglet",25
"14457",2022-11-06,"Rusty Blackbird",1
"14458",2022-11-06,"Savannah Sparrow",42
"14459",2022-11-06,"Song Sparrow",101
"14460",2022-11-06,"Swamp Sparrow",20
"14461",2022-11-06,"Tennessee Warbler",2
"14462",2022-11-06,"Tufted Titmouse",NA
"14463",2022-11-06,"Turkey Vulture",2
"14464",2022-11-06,"Vesper Sparrow",3
"14465",2022-11-06,"White-breasted Nuthatch",NA
"14466",2022-11-06,"White-crowned Sparrow",25
"14467",2022-11-06,"White-throated Sparrow",NA
"14468",2022-11-06,"Wild Turkey",1
"14469",2022-11-06,"Winter Wren",NA
"14470",2022-11-06,"Wood Duck",9
"14471",2022-11-06,"Yellow-bellied Sapsucker",NA
"14472",2022-11-06,"Yellow-rumped Warbler",83
"14473",2022-11-07,"American Coot",37
"14474",2022-11-07,"American Crow",NA
"14475",2022-11-07,"American Goldfinch",NA
"14476",2022-11-07,"American Kestrel",1
"14477",2022-11-07,"American Robin",NA
"14478",2022-11-07,"Belted Kingfisher",NA
"14479",2022-11-07,"Black Vulture",11
"14480",2022-11-07,"Blue Jay",NA
"14481",2022-11-07,"Blue-headed Vireo",1
"14482",2022-11-07,"Brown Creeper",NA
"14483",2022-11-07,"Brown Thrasher",NA
"14484",2022-11-07,"Canada Goose",129
"14485",2022-11-07,"Carolina Chickadee",NA
"14486",2022-11-07,"Carolina Wren",NA
"14487",2022-11-07,"Cedar Waxwing",NA
"14488",2022-11-07,"Chipping Sparrow",4
"14489",2022-11-07,"Common Grackle",NA
"14490",2022-11-07,"Dark-eyed Junco",5
"14491",2022-11-07,"Double-crested Cormorant",6
"14492",2022-11-07,"Downy Woodpecker",24
"14493",2022-11-07,"Eastern Bluebird",NA
"14494",2022-11-07,"Eastern Meadowlark",1
"14495",2022-11-07,"Eastern Phoebe",NA
"14496",2022-11-07,"Eastern Towhee",NA
"14497",2022-11-07,"European Starling",168
"14498",2022-11-07,"Field Sparrow",23
"14499",2022-11-07,"Fish Crow",34
"14500",2022-11-07,"Golden-crowned Kinglet",NA
"14501",2022-11-07,"Gray Catbird",1
"14502",2022-11-07,"Great Blue Heron",6
"14503",2022-11-07,"Great Egret",3
"14504",2022-11-07,"Hairy Woodpecker",NA
"14505",2022-11-07,"Hermit Thrush",NA
"14506",2022-11-07,"House Finch",NA
"14507",2022-11-07,"House Sparrow",5
"14508",2022-11-07,"House Wren",1
"14509",2022-11-07,"Killdeer",NA
"14510",2022-11-07,"Mallard",2
"14511",2022-11-07,"Mourning Dove",20
"14512",2022-11-07,"Northern Cardinal",NA
"14513",2022-11-07,"Northern Flicker",NA
"14514",2022-11-07,"Northern Harrier",1
"14515",2022-11-07,"Northern Mockingbird",32
"14516",2022-11-07,"Orange-crowned Warbler",3
"14517",2022-11-07,"Palm Warbler",3
"14518",2022-11-07,"Pileated Woodpecker",NA
"14519",2022-11-07,"Purple Finch",8
"14520",2022-11-07,"Red-bellied Woodpecker",NA
"14521",2022-11-07,"Red-breasted Nuthatch",NA
"14522",2022-11-07,"Red-headed Woodpecker",3
"14523",2022-11-07,"Red-shouldered Hawk",NA
"14524",2022-11-07,"Red-tailed Hawk",3
"14525",2022-11-07,"Red-winged Blackbird",18
"14526",2022-11-07,"Rock Pigeon",151
"14527",2022-11-07,"Ruby-crowned Kinglet",NA
"14528",2022-11-07,"Savannah Sparrow",12
"14529",2022-11-07,"Song Sparrow",35
"14530",2022-11-07,"Swamp Sparrow",5
"14531",2022-11-07,"Tufted Titmouse",NA
"14532",2022-11-07,"Turkey Vulture",24
"14533",2022-11-07,"Vesper Sparrow",3
"14534",2022-11-07,"White-breasted Nuthatch",NA
"14535",2022-11-07,"White-crowned Sparrow",NA
"14536",2022-11-07,"White-eyed Vireo",1
"14537",2022-11-07,"White-throated Sparrow",NA
"14538",2022-11-07,"Winter Wren",NA
"14539",2022-11-07,"Wood Duck",1
"14540",2022-11-07,"Yellow-bellied Sapsucker",NA
"14541",2022-11-07,"Yellow-rumped Warbler",NA
"14542",2022-11-08,"American Coot",103
"14543",2022-11-08,"American Crow",NA
"14544",2022-11-08,"American Goldfinch",NA
"14545",2022-11-08,"American Kestrel",1
"14546",2022-11-08,"American Robin",NA
"14547",2022-11-08,"Bald Eagle",3
"14548",2022-11-08,"Barred Owl",1
"14549",2022-11-08,"Belted Kingfisher",NA
"14550",2022-11-08,"Black Vulture",3
"14551",2022-11-08,"Black-crowned Night-Heron",1
"14552",2022-11-08,"Blue Jay",NA
"14553",2022-11-08,"Blue-headed Vireo",1
"14554",2022-11-08,"Brown Creeper",NA
"14555",2022-11-08,"Brown Thrasher",1
"14556",2022-11-08,"Canada Goose",11
"14557",2022-11-08,"Carolina Chickadee",NA
"14558",2022-11-08,"Carolina Wren",NA
"14559",2022-11-08,"Cedar Waxwing",NA
"14560",2022-11-08,"Common Grackle",NA
"14561",2022-11-08,"Cooper's Hawk",2
"14562",2022-11-08,"Dark-eyed Junco",NA
"14563",2022-11-08,"Downy Woodpecker",NA
"14564",2022-11-08,"Eastern Bluebird",NA
"14565",2022-11-08,"Eastern Phoebe",NA
"14566",2022-11-08,"Eastern Screech-Owl",3
"14567",2022-11-08,"Eastern Towhee",NA
"14568",2022-11-08,"European Starling",NA
"14569",2022-11-08,"Field Sparrow",3
"14570",2022-11-08,"Fish Crow",2
"14571",2022-11-08,"Gadwall",26
"14572",2022-11-08,"Golden-crowned Kinglet",NA
"14573",2022-11-08,"Great Blue Heron",8
"14574",2022-11-08,"Great Egret",5
"14575",2022-11-08,"Great Horned Owl",1
"14576",2022-11-08,"Hairy Woodpecker",1
"14577",2022-11-08,"Hermit Thrush",NA
"14578",2022-11-08,"Horned Grebe",2
"14579",2022-11-08,"House Finch",19
"14580",2022-11-08,"House Sparrow",1
"14581",2022-11-08,"Killdeer",NA
"14582",2022-11-08,"Mallard",12
"14583",2022-11-08,"Mourning Dove",20
"14584",2022-11-08,"Northern Cardinal",NA
"14585",2022-11-08,"Northern Flicker",NA
"14586",2022-11-08,"Northern Mockingbird",NA
"14587",2022-11-08,"Northern Pintail",1
"14588",2022-11-08,"Orange-crowned Warbler",2
"14589",2022-11-08,"Palm Warbler",1
"14590",2022-11-08,"Pileated Woodpecker",NA
"14591",2022-11-08,"Purple Finch",3
"14592",2022-11-08,"Red-bellied Woodpecker",NA
"14593",2022-11-08,"Red-breasted Nuthatch",NA
"14594",2022-11-08,"Red-shouldered Hawk",NA
"14595",2022-11-08,"Red-tailed Hawk",NA
"14596",2022-11-08,"Red-winged Blackbird",NA
"14597",2022-11-08,"Ring-necked Duck",34
"14598",2022-11-08,"Rock Pigeon",26
"14599",2022-11-08,"Ruby-crowned Kinglet",NA
"14600",2022-11-08,"Song Sparrow",NA
"14601",2022-11-08,"Swamp Sparrow",5
"14602",2022-11-08,"Tufted Titmouse",NA
"14603",2022-11-08,"Turkey Vulture",2
"14604",2022-11-08,"White-breasted Nuthatch",NA
"14605",2022-11-08,"White-crowned Sparrow",NA
"14606",2022-11-08,"White-throated Sparrow",NA
"14607",2022-11-08,"Wild Turkey",1
"14608",2022-11-08,"Wilson's Snipe",1
"14609",2022-11-08,"Winter Wren",1
"14610",2022-11-08,"Yellow-bellied Sapsucker",NA
"14611",2022-11-08,"Yellow-rumped Warbler",NA
"14612",2022-11-09,"American Coot",152
"14613",2022-11-09,"American Crow",NA
"14614",2022-11-09,"American Goldfinch",NA
"14615",2022-11-09,"American Kestrel",1
"14616",2022-11-09,"American Robin",NA
"14617",2022-11-09,"Belted Kingfisher",6
"14618",2022-11-09,"Black Vulture",15
"14619",2022-11-09,"Black-crowned Night-Heron",1
"14620",2022-11-09,"Blue Jay",NA
"14621",2022-11-09,"Blue-winged Teal",2
"14622",2022-11-09,"Bonaparte's Gull",1
"14623",2022-11-09,"Brown Creeper",NA
"14624",2022-11-09,"Brown Thrasher",3
"14625",2022-11-09,"Brown-headed Cowbird",3
"14626",2022-11-09,"Brown-headed Nuthatch",12
"14627",2022-11-09,"Canada Goose",83
"14628",2022-11-09,"Carolina Chickadee",NA
"14629",2022-11-09,"Carolina Wren",NA
"14630",2022-11-09,"Cedar Waxwing",NA
"14631",2022-11-09,"Chipping Sparrow",1
"14632",2022-11-09,"Common Grackle",NA
"14633",2022-11-09,"Cooper's Hawk",NA
"14634",2022-11-09,"Dark-eyed Junco",2
"14635",2022-11-09,"Double-crested Cormorant",4
"14636",2022-11-09,"Downy Woodpecker",20
"14637",2022-11-09,"Eastern Bluebird",NA
"14638",2022-11-09,"Eastern Phoebe",NA
"14639",2022-11-09,"Eastern Towhee",NA
"14640",2022-11-09,"European Starling",NA
"14641",2022-11-09,"Field Sparrow",7
"14642",2022-11-09,"Golden-crowned Kinglet",NA
"14643",2022-11-09,"Gray Catbird",1
"14644",2022-11-09,"Great Blue Heron",17
"14645",2022-11-09,"Great Egret",4
"14646",2022-11-09,"Great Horned Owl",4
"14647",2022-11-09,"Hairy Woodpecker",NA
"14648",2022-11-09,"Hermit Thrush",NA
"14649",2022-11-09,"Hooded Merganser",2
"14650",2022-11-09,"House Finch",36
"14651",2022-11-09,"House Sparrow",5
"14652",2022-11-09,"Killdeer",NA
"14653",2022-11-09,"Mallard",49
"14654",2022-11-09,"Mourning Dove",13
"14655",2022-11-09,"Northern Cardinal",NA
"14656",2022-11-09,"Northern Flicker",NA
"14657",2022-11-09,"Northern Mockingbird",NA
"14658",2022-11-09,"Northern Shoveler",1
"14659",2022-11-09,"Osprey",2
"14660",2022-11-09,"Palm Warbler",4
"14661",2022-11-09,"Pied-billed Grebe",31
"14662",2022-11-09,"Pileated Woodpecker",NA
"14663",2022-11-09,"Purple Finch",6
"14664",2022-11-09,"Red-bellied Woodpecker",NA
"14665",2022-11-09,"Red-breasted Nuthatch",NA
"14666",2022-11-09,"Red-shouldered Hawk",NA
"14667",2022-11-09,"Red-tailed Hawk",4
"14668",2022-11-09,"Red-winged Blackbird",37
"14669",2022-11-09,"Ring-billed Gull",16
"14670",2022-11-09,"Ring-necked Duck",17
"14671",2022-11-09,"Rock Pigeon",43
"14672",2022-11-09,"Ruby-crowned Kinglet",NA
"14673",2022-11-09,"Rusty Blackbird",5
"14674",2022-11-09,"Song Sparrow",21
"14675",2022-11-09,"Tufted Titmouse",NA
"14676",2022-11-09,"Turkey Vulture",64
"14677",2022-11-09,"White-breasted Nuthatch",NA
"14678",2022-11-09,"White-crowned Sparrow",NA
"14679",2022-11-09,"White-throated Sparrow",NA
"14680",2022-11-09,"Winter Wren",2
"14681",2022-11-09,"Yellow-bellied Sapsucker",NA
"14682",2022-11-09,"Yellow-rumped Warbler",NA
"14683",2022-11-10,"American Coot",95
"14684",2022-11-10,"American Crow",NA
"14685",2022-11-10,"American Goldfinch",NA
"14686",2022-11-10,"American Robin",NA
"14687",2022-11-10,"Bald Eagle",4
"14688",2022-11-10,"Belted Kingfisher",6
"14689",2022-11-10,"Black Vulture",8
"14690",2022-11-10,"Blue Jay",NA
"14691",2022-11-10,"Blue-winged Teal",2
"14692",2022-11-10,"Bonaparte's Gull",1
"14693",2022-11-10,"Brown Creeper",NA
"14694",2022-11-10,"Canada Goose",99
"14695",2022-11-10,"Carolina Chickadee",NA
"14696",2022-11-10,"Carolina Wren",NA
"14697",2022-11-10,"Cedar Waxwing",NA
"14698",2022-11-10,"Chipping Sparrow",11
"14699",2022-11-10,"Common Grackle",NA
"14700",2022-11-10,"Cooper's Hawk",4
"14701",2022-11-10,"Dark-eyed Junco",NA
"14702",2022-11-10,"Double-crested Cormorant",1
"14703",2022-11-10,"Downy Woodpecker",18
"14704",2022-11-10,"Eastern Bluebird",NA
"14705",2022-11-10,"Eastern Phoebe",NA
"14706",2022-11-10,"Eastern Towhee",NA
"14707",2022-11-10,"European Starling",75
"14708",2022-11-10,"Field Sparrow",30
"14709",2022-11-10,"Fish Crow",20
"14710",2022-11-10,"Gadwall",17
"14711",2022-11-10,"Golden-crowned Kinglet",NA
"14712",2022-11-10,"Great Blue Heron",17
"14713",2022-11-10,"Great Egret",3
"14714",2022-11-10,"Hairy Woodpecker",NA
"14715",2022-11-10,"Hermit Thrush",NA
"14716",2022-11-10,"House Finch",40
"14717",2022-11-10,"House Sparrow",3
"14718",2022-11-10,"Killdeer",9
"14719",2022-11-10,"Mallard",45
"14720",2022-11-10,"Mourning Dove",29
"14721",2022-11-10,"Northern Cardinal",NA
"14722",2022-11-10,"Northern Flicker",NA
"14723",2022-11-10,"Northern Harrier",1
"14724",2022-11-10,"Northern Mockingbird",NA
"14725",2022-11-10,"Northern Shoveler",5
"14726",2022-11-10,"Orange-crowned Warbler",2
"14727",2022-11-10,"Palm Warbler",10
"14728",2022-11-10,"Pied-billed Grebe",15
"14729",2022-11-10,"Pileated Woodpecker",3
"14730",2022-11-10,"Red-bellied Woodpecker",NA
"14731",2022-11-10,"Red-shouldered Hawk",NA
"14732",2022-11-10,"Red-tailed Hawk",1
"14733",2022-11-10,"Red-winged Blackbird",22
"14734",2022-11-10,"Ring-billed Gull",3
"14735",2022-11-10,"Ring-necked Duck",40
"14736",2022-11-10,"Rock Pigeon",68
